 Date ,Open ,High ,Low ,Close ,Change (Pips) ,Change (%),,OH diff,OL diff.,OC diff,Max,Min,Avg. Max.,2.0998811096
Sep 05, 2014 14:00 ,1265.92,1266.29,1264.06,1264.09,-18.3,-0.14%,0.37,1.86,-1.83,1.86,0.37,,
Sep 05, 2014 13:00 ,1264.69,1266.39,1264.59,1265.84,11.5,+0.09%,1.7,0.1,1.15,1.7,0.1,,
Sep 05, 2014 12:00 ,1264.21,1264.94,1263.74,1264.69,4.8,+0.04%,0.73,0.47,0.48,0.73,0.47,,
Sep 05, 2014 11:00 ,1264.04,1264.79,1263.86,1264.16,1.2,+0.01%,0.75,0.18,0.12,0.75,0.18,,
Sep 05, 2014 10:00 ,1263.55,1265.5,1263.55,1263.99,4.4,+0.03%,1.95,0,0.44,1.95,0,,
Sep 05, 2014 09:00 ,1264.8,1265.63,1262.79,1263.59,-12.1,-0.10%,0.83,2.01,-1.21,2.01,0.83,,
Sep 05, 2014 08:00 ,1263.15,1264.8,1262.5,1264.8,16.5,+0.13%,1.65,0.65,1.65,1.65,0.65,,
Sep 05, 2014 07:00 ,1263.04,1263.89,1262.94,1263.2,1.6,+0.01%,0.85,0.1,0.16,0.85,0.1,,
Sep 05, 2014 06:00 ,1263.49,1263.99,1263.04,1263.04,-4.5,-0.04%,0.5,0.45,-0.45,0.5,0.45,,
Sep 05, 2014 05:00 ,1262.76,1264.14,1262.45,1263.49,7.3,+0.06%,1.38,0.31,0.73,1.38,0.31,,
Sep 05, 2014 04:00 ,1261.14,1263.29,1260.9,1262.86,17.2,+0.14%,2.15,0.24,1.72,2.15,0.24,,
Sep 05, 2014 03:00 ,1258.94,1261.44,1258.34,1261.14,22,+0.17%,2.5,0.6,2.2,2.5,0.6,,
Sep 05, 2014 02:00 ,1258.28,1259.54,1257.26,1258.94,6.6,+0.05%,1.26,1.02,0.66,1.26,1.02,,
Sep 05, 2014 01:00 ,1260.9,1261.74,1257.44,1258.29,-26.1,-0.21%,0.84,3.46,-2.61,3.46,0.84,,
Sep 04, 2014 23:00 ,1262.89,1263.14,1260.59,1261.55,-13.4,-0.11%,0.25,2.3,-1.34,2.3,0.25,,
Sep 04, 2014 22:00 ,1263.95,1263.99,1260.55,1262.84,-11.1,-0.09%,0.04,3.4,-1.11,3.4,0.04,,
Sep 04, 2014 21:00 ,1265.4,1265.4,1261.89,1263.91,-14.9,-0.12%,0,3.51,-1.49,3.51,0,,
Sep 04, 2014 20:00 ,1266.5,1266.5,1264.7,1265.4,-11,-0.09%,0,1.8,-1.1,1.8,0,,
Sep 04, 2014 19:00 ,1268.83,1269.6,1266.5,1266.53,-23,-0.18%,0.77,2.33,-2.3,2.33,0.77,,
Sep 04, 2014 18:00 ,1269.1,1270.24,1267.79,1268.81,-2.9,-0.02%,1.14,1.31,-0.29,1.31,1.14,,
Sep 04, 2014 17:00 ,1271.89,1273.79,1267.46,1269.02,-28.7,-0.23%,1.9,4.43,-2.87,4.43,1.9,,
Sep 04, 2014 16:00 ,1268.48,1277.23,1266.98,1272.24,37.6,+0.30%,8.75,1.5,3.76,8.75,1.5,,
Sep 04, 2014 15:00 ,1272.69,1273.07,1266.54,1268.51,-41.8,-0.33%,0.38,6.15,-4.18,6.15,0.38,,
Sep 04, 2014 14:00 ,1271.17,1275.2,1269.24,1272.52,13.5,+0.11%,4.03,1.93,1.35,4.03,1.93,,
Sep 04, 2014 13:00 ,1271.91,1272.94,1270.91,1271.21,-7,-0.06%,1.03,1,-0.7,1.03,1,,
Sep 04, 2014 12:00 ,1271.81,1272.51,1270.79,1271.91,1,+0.01%,0.7,1.02,0.1,1.02,0.7,,
Sep 04, 2014 11:00 ,1270.19,1272.71,1269.79,1271.81,16.2,+0.13%,2.52,0.4,1.62,2.52,0.4,,
Sep 04, 2014 10:00 ,1269.99,1270.99,1269.49,1270.26,2.7,+0.02%,1,0.5,0.27,1,0.5,,
Sep 04, 2014 09:00 ,1271.61,1271.79,1269.81,1269.99,-16.2,-0.13%,0.18,1.8,-1.62,1.8,0.18,,
Sep 04, 2014 08:00 ,1272.49,1272.49,1271.16,1271.56,-9.3,-0.07%,0,1.33,-0.93,1.33,0,,
Sep 04, 2014 07:00 ,1272.49,1272.76,1272.22,1272.49,0,+0.00%,0.27,0.27,0,0.27,0.27,,
Sep 04, 2014 06:00 ,1273.08,1273.41,1272.32,1272.47,-6.1,-0.05%,0.33,0.76,-0.61,0.76,0.33,,
Sep 04, 2014 05:00 ,1270.91,1273.31,1270.91,1273.04,21.3,+0.17%,2.4,0,2.13,2.4,0,,
Sep 04, 2014 04:00 ,1268.96,1271.31,1268.96,1270.99,20.3,+0.16%,2.35,0,2.03,2.35,0,,
Sep 04, 2014 03:00 ,1269.14,1269.14,1268.19,1268.91,-2.3,-0.02%,0,0.95,-0.23,0.95,0,,
Sep 04, 2014 02:00 ,1269.21,1269.3,1268.69,1269.19,-0.2,+0.00%,0.09,0.52,-0.02,0.52,0.09,,
Sep 04, 2014 01:00 ,1268.87,1269.73,1268.82,1269.23,3.6,+0.03%,0.86,0.05,0.36,0.86,0.05,,
Sep 03, 2014 23:00 ,1269.89,1270.04,1268.58,1268.58,-13.1,-0.10%,0.15,1.31,-1.31,1.31,0.15,,
Sep 03, 2014 22:00 ,1269.94,1270.29,1269.34,1269.84,-1,-0.01%,0.35,0.6,-0.1,0.6,0.35,,
Sep 03, 2014 21:00 ,1269.88,1270.44,1269.69,1270.04,1.6,+0.01%,0.56,0.19,0.16,0.56,0.19,,
Sep 03, 2014 20:00 ,1268.6,1270.33,1268.13,1269.73,11.3,+0.09%,1.73,0.47,1.13,1.73,0.47,,
Sep 03, 2014 19:00 ,1267.69,1269.5,1267.51,1268.69,10,+0.08%,1.81,0.18,1,1.81,0.18,,
Sep 03, 2014 18:00 ,1267.37,1268.44,1267.04,1267.74,3.7,+0.03%,1.07,0.33,0.37,1.07,0.33,,
Sep 03, 2014 17:00 ,1265.74,1267.97,1264.83,1267.39,16.5,+0.13%,2.23,0.91,1.65,2.23,0.91,,
Sep 03, 2014 16:00 ,1265.94,1267.71,1265.32,1265.79,-1.5,-0.01%,1.77,0.62,-0.15,1.77,0.62,,
Sep 03, 2014 15:00 ,1268.58,1268.78,1265.53,1265.96,-26.2,-0.21%,0.2,3.05,-2.62,3.05,0.2,,
Sep 03, 2014 14:00 ,1267.06,1271.45,1266.32,1268.58,15.2,+0.12%,4.39,0.74,1.52,4.39,0.74,,
Sep 03, 2014 13:00 ,1267.66,1268.1,1266.79,1267.06,-6,-0.05%,0.44,0.87,-0.6,0.87,0.44,,
Sep 03, 2014 12:00 ,1266.35,1268.37,1265.74,1267.76,14.1,+0.11%,2.02,0.61,1.41,2.02,0.61,,
Sep 03, 2014 11:00 ,1268.48,1268.55,1261.22,1266.25,-22.3,-0.18%,0.07,7.26,-2.23,7.26,0.07,,
Sep 03, 2014 10:00 ,1268.39,1268.59,1267.39,1268.45,0.6,+0.00%,0.2,1,0.06,1,0.2,,
Sep 03, 2014 09:00 ,1267.9,1269.84,1267.69,1268.39,4.9,+0.04%,1.94,0.21,0.49,1.94,0.21,,
Sep 03, 2014 08:00 ,1267.04,1268.28,1266.74,1267.96,9.2,+0.07%,1.24,0.3,0.92,1.24,0.3,,
Sep 03, 2014 07:00 ,1266.17,1267.09,1265.73,1267.04,8.7,+0.07%,0.92,0.44,0.87,0.92,0.44,,
Sep 03, 2014 06:00 ,1267.69,1267.89,1265.73,1265.99,-17,-0.13%,0.2,1.96,-1.7,1.96,0.2,,
Sep 03, 2014 05:00 ,1267.14,1267.8,1266.9,1267.69,5.5,+0.04%,0.66,0.24,0.55,0.66,0.24,,
Sep 03, 2014 04:00 ,1265.19,1267.5,1264.83,1267.05,18.6,+0.15%,2.31,0.36,1.86,2.31,0.36,,
Sep 03, 2014 03:00 ,1266.88,1266.88,1264.48,1265.23,-16.5,-0.13%,0,2.4,-1.65,2.4,0,,
Sep 03, 2014 02:00 ,1266.64,1266.88,1265.68,1266.83,1.9,+0.01%,0.24,0.96,0.19,0.96,0.24,,
Sep 03, 2014 01:00 ,1265.58,1266.71,1265.58,1266.64,10.6,+0.08%,1.13,0,1.06,1.13,0,,
Sep 02, 2014 23:00 ,1264.94,1265.6,1264.59,1264.59,-3.5,-0.03%,0.66,0.35,-0.35,0.66,0.35,,
Sep 02, 2014 22:00 ,1264.89,1266.17,1264.54,1264.94,0.5,+0.00%,1.28,0.35,0.05,1.28,0.35,,
Sep 02, 2014 21:00 ,1264.55,1265.85,1264.38,1264.69,1.4,+0.01%,1.3,0.17,0.14,1.3,0.17,,
Sep 02, 2014 20:00 ,1264.83,1265.09,1263.41,1264.45,-3.8,-0.03%,0.26,1.42,-0.38,1.42,0.26,,
Sep 02, 2014 19:00 ,1264.17,1265.64,1263.13,1264.81,6.4,+0.05%,1.47,1.04,0.64,1.47,1.04,,
Sep 02, 2014 18:00 ,1263.95,1266.34,1263.12,1264.28,3.3,+0.03%,2.39,0.83,0.33,2.39,0.83,,
Sep 02, 2014 17:00 ,1267.19,1267.4,1262.48,1263.95,-32.4,-0.26%,0.21,4.71,-3.24,4.71,0.21,,
Sep 02, 2014 16:00 ,1268.14,1269.19,1267.08,1267.19,-9.5,-0.07%,1.05,1.06,-0.95,1.06,1.05,,
Sep 02, 2014 15:00 ,1271.3,1271.34,1265.1,1268.14,-31.6,-0.25%,0.04,6.2,-3.16,6.2,0.04,,
Sep 02, 2014 14:00 ,1271.03,1272.29,1269.69,1271.42,3.9,+0.03%,1.26,1.34,0.39,1.34,1.26,,
Sep 02, 2014 13:00 ,1276.89,1277.04,1268.39,1271.07,-58.2,-0.46%,0.15,8.5,-5.82,8.5,0.15,,
Sep 02, 2014 12:00 ,1276.16,1277.84,1275.64,1276.89,7.3,+0.06%,1.68,0.52,0.73,1.68,0.52,,
Sep 02, 2014 11:00 ,1277.28,1277.54,1275.73,1276.17,-11.1,-0.09%,0.26,1.55,-1.11,1.55,0.26,,
Sep 02, 2014 10:00 ,1275.98,1278.04,1274.66,1277.29,13.1,+0.10%,2.06,1.32,1.31,2.06,1.32,,
Sep 02, 2014 09:00 ,1282.71,1282.89,1275.13,1276.03,-66.8,-0.52%,0.18,7.58,-6.68,7.58,0.18,,
Sep 02, 2014 08:00 ,1281.49,1283.64,1281.49,1282.76,12.7,+0.10%,2.15,0,1.27,2.15,0,,
Sep 02, 2014 07:00 ,1281.29,1281.94,1280.26,1281.59,3,+0.02%,0.65,1.03,0.3,1.03,0.65,,
Sep 02, 2014 06:00 ,1282.44,1282.54,1281.34,1281.49,-9.5,-0.07%,0.1,1.1,-0.95,1.1,0.1,,
Sep 02, 2014 05:00 ,1283.71,1283.71,1281.19,1282.39,-13.2,-0.10%,0,2.52,-1.32,2.52,0,,
Sep 02, 2014 04:00 ,1286.13,1286.18,1282.75,1283.74,-23.9,-0.19%,0.05,3.38,-2.39,3.38,0.05,,
Sep 02, 2014 03:00 ,1286.28,1286.54,1286.13,1286.18,-1,-0.01%,0.26,0.15,-0.1,0.26,0.15,,
Sep 02, 2014 02:00 ,1286.54,1287.54,1285.99,1286.38,-1.6,-0.01%,1,0.55,-0.16,1,0.55,,
Sep 02, 2014 01:00 ,1287.22,1287.22,1286.18,1286.54,-6.8,-0.05%,0,1.04,-0.68,1.04,0,,
Sep 01, 2014 20:00 ,1286.89,1286.89,1286.55,1286.75,-1.4,-0.01%,0,0.34,-0.14,0.34,0,,
Sep 01, 2014 19:00 ,1286.99,1287.16,1286.67,1286.92,-0.7,-0.01%,0.17,0.32,-0.07,0.32,0.17,,
Sep 01, 2014 18:00 ,1287.12,1287.25,1286.91,1286.97,-1.5,-0.01%,0.13,0.21,-0.15,0.21,0.13,,
Sep 01, 2014 17:00 ,1287.16,1287.36,1286.27,1287.12,-0.4,+0.00%,0.2,0.89,-0.04,0.89,0.2,,
Sep 01, 2014 16:00 ,1286.79,1287.46,1285.81,1287.21,4.2,+0.03%,0.67,0.98,0.42,0.98,0.67,,
Sep 01, 2014 15:00 ,1286.89,1287.59,1286.49,1286.84,-0.5,+0.00%,0.7,0.4,-0.05,0.7,0.4,,
Sep 01, 2014 14:00 ,1287.39,1287.86,1286.62,1286.93,-4.6,-0.04%,0.47,0.77,-0.46,0.77,0.47,,
Sep 01, 2014 13:00 ,1287.69,1288.13,1287.16,1287.4,-2.9,-0.02%,0.44,0.53,-0.29,0.53,0.44,,
Sep 01, 2014 12:00 ,1289.48,1289.72,1287.16,1287.71,-17.7,-0.14%,0.24,2.32,-1.77,2.32,0.24,,
Sep 01, 2014 11:00 ,1289.57,1289.87,1288.92,1289.47,-1,-0.01%,0.3,0.65,-0.1,0.65,0.3,,
Sep 01, 2014 10:00 ,1288.14,1289.64,1287.64,1289.52,13.8,+0.11%,1.5,0.5,1.38,1.5,0.5,,
Sep 01, 2014 09:00 ,1287.79,1288.59,1287.31,1287.99,2,+0.02%,0.8,0.48,0.2,0.8,0.48,,
Sep 01, 2014 08:00 ,1286.91,1287.89,1286.76,1287.74,8.3,+0.06%,0.98,0.15,0.83,0.98,0.15,,
Sep 01, 2014 07:00 ,1286.69,1286.99,1286.49,1286.88,1.9,+0.01%,0.3,0.2,0.19,0.3,0.2,,
Sep 01, 2014 06:00 ,1286.99,1287.69,1286.59,1286.69,-3,-0.02%,0.7,0.4,-0.3,0.7,0.4,,
Sep 01, 2014 05:00 ,1286.34,1287.04,1285.79,1286.94,6,+0.05%,0.7,0.55,0.6,0.7,0.55,,
Sep 01, 2014 04:00 ,1285.99,1286.49,1284.79,1286.29,3,+0.02%,0.5,1.2,0.3,1.2,0.5,,
Sep 01, 2014 03:00 ,1286.66,1287.33,1285.74,1285.85,-8.1,-0.06%,0.67,0.92,-0.81,0.92,0.67,,
Sep 01, 2014 02:00 ,1285.95,1287.34,1285.74,1286.71,7.6,+0.06%,1.39,0.21,0.76,1.39,0.21,,
Sep 01, 2014 01:00 ,1287.54,1287.94,1285.71,1285.95,-15.9,-0.12%,0.4,1.83,-1.59,1.83,0.4,,
Aug 29, 2014 23:00 ,1287.29,1287.69,1286.75,1286.75,-5.4,-0.04%,0.4,0.54,-0.54,0.54,0.4,,
Aug 29, 2014 22:00 ,1286.94,1287.52,1286.54,1287.28,3.4,+0.03%,0.58,0.4,0.34,0.58,0.4,,
Aug 29, 2014 21:00 ,1286.66,1287.14,1285.79,1286.89,2.3,+0.02%,0.48,0.87,0.23,0.87,0.48,,
Aug 29, 2014 20:00 ,1287.49,1287.54,1285.24,1286.68,-8.1,-0.06%,0.05,2.25,-0.81,2.25,0.05,,
Aug 29, 2014 19:00 ,1287.49,1287.89,1286.84,1287.49,0,+0.00%,0.4,0.65,0,0.65,0.4,,
Aug 29, 2014 18:00 ,1289.19,1289.29,1286.29,1287.49,-17,-0.13%,0.1,2.9,-1.7,2.9,0.1,,
Aug 29, 2014 17:00 ,1285.9,1291.34,1285.34,1289.19,32.9,+0.26%,5.44,0.56,3.29,5.44,0.56,,
Aug 29, 2014 16:00 ,1286.94,1288.34,1285.24,1285.69,-12.5,-0.10%,1.4,1.7,-1.25,1.7,1.4,,
Aug 29, 2014 15:00 ,1285.54,1286.98,1284.44,1286.98,14.4,+0.11%,1.44,1.1,1.44,1.44,1.1,,
Aug 29, 2014 14:00 ,1284.95,1286.69,1284.16,1285.52,5.7,+0.04%,1.74,0.79,0.57,1.74,0.79,,
Aug 29, 2014 13:00 ,1285.94,1286.04,1284.6,1284.97,-9.7,-0.08%,0.1,1.34,-0.97,1.34,0.1,,
Aug 29, 2014 12:00 ,1285.6,1286.19,1284.57,1285.94,3.4,+0.03%,0.59,1.03,0.34,1.03,0.59,,
Aug 29, 2014 11:00 ,1287.83,1288.84,1283.36,1285.59,-22.4,-0.17%,1.01,4.47,-2.24,4.47,1.01,,
Aug 29, 2014 10:00 ,1290.02,1290.04,1287.69,1287.82,-22,-0.17%,0.02,2.33,-2.2,2.33,0.02,,
Aug 29, 2014 09:00 ,1288.64,1290.55,1288.29,1290.05,14.1,+0.11%,1.91,0.35,1.41,1.91,0.35,,
Aug 29, 2014 08:00 ,1288.12,1289.29,1287.84,1288.64,5.2,+0.04%,1.17,0.28,0.52,1.17,0.28,,
Aug 29, 2014 07:00 ,1290.22,1290.34,1288.09,1288.14,-20.8,-0.16%,0.12,2.13,-2.08,2.13,0.12,,
Aug 29, 2014 06:00 ,1289.49,1290.64,1289.44,1290.24,7.5,+0.06%,1.15,0.05,0.75,1.15,0.05,,
Aug 29, 2014 05:00 ,1289.07,1289.64,1288.64,1289.53,4.6,+0.04%,0.57,0.43,0.46,0.57,0.43,,
Aug 29, 2014 04:00 ,1290.54,1291.04,1288.09,1289.09,-14.5,-0.11%,0.5,2.45,-1.45,2.45,0.5,,
Aug 29, 2014 03:00 ,1290.35,1290.84,1290.04,1290.55,2,+0.02%,0.49,0.31,0.2,0.49,0.31,,
Aug 29, 2014 02:00 ,1289.77,1290.54,1289.25,1290.37,6,+0.05%,0.77,0.52,0.6,0.77,0.52,,
Aug 29, 2014 01:00 ,1289,1290.02,1288.93,1289.79,7.9,+0.06%,1.02,0.07,0.79,1.02,0.07,,
Aug 28, 2014 23:00 ,1289.17,1289.69,1288.65,1289.28,1.1,+0.01%,0.52,0.52,0.11,0.52,0.52,,
Aug 28, 2014 22:00 ,1289.97,1291.07,1289.17,1289.24,-7.3,-0.06%,1.1,0.8,-0.73,1.1,0.8,,
Aug 28, 2014 21:00 ,1289.41,1290.27,1289.34,1289.96,5.5,+0.04%,0.86,0.07,0.55,0.86,0.07,,
Aug 28, 2014 20:00 ,1289.74,1290.24,1288.89,1289.44,-3,-0.02%,0.5,0.85,-0.3,0.85,0.5,,
Aug 28, 2014 19:00 ,1290.11,1290.55,1289.31,1289.74,-3.7,-0.03%,0.44,0.8,-0.37,0.8,0.44,,
Aug 28, 2014 18:00 ,1288.84,1290.59,1288.46,1290.1,12.6,+0.10%,1.75,0.38,1.26,1.75,0.38,,
Aug 28, 2014 17:00 ,1290.99,1292.48,1287.23,1288.86,-21.3,-0.17%,1.49,3.76,-2.13,3.76,1.49,,
Aug 28, 2014 16:00 ,1292.69,1292.69,1290.61,1291.09,-16,-0.12%,0,2.08,-1.6,2.08,0,,
Aug 28, 2014 15:00 ,1294.64,1296.44,1291.87,1292.61,-20.3,-0.16%,1.8,2.77,-2.03,2.77,1.8,,
Aug 28, 2014 14:00 ,1293.29,1294.19,1291.09,1294.09,8,+0.06%,0.9,2.2,0.8,2.2,0.9,,
Aug 28, 2014 13:00 ,1290.78,1295.54,1289.89,1293.21,24.3,+0.19%,4.76,0.89,2.43,4.76,0.89,,
Aug 28, 2014 12:00 ,1289.12,1290.84,1287.83,1290.79,16.7,+0.13%,1.72,1.29,1.67,1.72,1.29,,
Aug 28, 2014 11:00 ,1289.41,1293.41,1288.9,1289.08,-3.3,-0.03%,4,0.51,-0.33,4,0.51,,
Aug 28, 2014 10:00 ,1287.79,1289.83,1287.41,1289.14,13.5,+0.10%,2.04,0.38,1.35,2.04,0.38,,
Aug 28, 2014 09:00 ,1285.94,1289.64,1285.89,1287.67,17.3,+0.13%,3.7,0.05,1.73,3.7,0.05,,
Aug 28, 2014 08:00 ,1285.94,1287.14,1285.84,1285.94,0,+0.00%,1.2,0.1,0,1.2,0.1,,
Aug 28, 2014 07:00 ,1285.84,1286.04,1285.54,1285.89,0.5,+0.00%,0.2,0.3,0.05,0.3,0.2,,
Aug 28, 2014 06:00 ,1286.24,1286.54,1285.54,1285.84,-4,-0.03%,0.3,0.7,-0.4,0.7,0.3,,
Aug 28, 2014 05:00 ,1285.9,1286.59,1285.74,1286.24,3.4,+0.03%,0.69,0.16,0.34,0.69,0.16,,
Aug 28, 2014 04:00 ,1284.34,1286.09,1284.24,1286.09,17.5,+0.14%,1.75,0.1,1.75,1.75,0.1,,
Aug 28, 2014 03:00 ,1283.38,1284.84,1282.99,1284.39,10.1,+0.08%,1.46,0.39,1.01,1.46,0.39,,
Aug 28, 2014 02:00 ,1282.89,1283.99,1282.79,1283.34,4.5,+0.04%,1.1,0.1,0.45,1.1,0.1,,
Aug 28, 2014 01:00 ,1282.33,1282.99,1282.13,1282.94,6.1,+0.05%,0.66,0.2,0.61,0.66,0.2,,
Aug 27, 2014 23:00 ,1281.95,1283.16,1281.94,1282.53,5.8,+0.05%,1.21,0.01,0.58,1.21,0.01,,
Aug 27, 2014 22:00 ,1282.66,1283.39,1281.94,1281.97,-6.9,-0.05%,0.73,0.72,-0.69,0.73,0.72,,
Aug 27, 2014 21:00 ,1282.95,1283.71,1281.69,1282.7,-2.5,-0.02%,0.76,1.26,-0.25,1.26,0.76,,
Aug 27, 2014 20:00 ,1282.65,1283.38,1282.24,1282.94,2.9,+0.02%,0.73,0.41,0.29,0.73,0.41,,
Aug 27, 2014 19:00 ,1282.89,1283.28,1282.34,1282.64,-2.5,-0.02%,0.39,0.55,-0.25,0.55,0.39,,
Aug 27, 2014 18:00 ,1282.95,1283.39,1281.24,1282.89,-0.6,+0.00%,0.44,1.71,-0.06,1.71,0.44,,
Aug 27, 2014 17:00 ,1283.56,1284.08,1281.42,1282.88,-6.8,-0.05%,0.52,2.14,-0.68,2.14,0.52,,
Aug 27, 2014 16:00 ,1285.66,1286.16,1282.47,1283.57,-20.9,-0.16%,0.5,3.19,-2.09,3.19,0.5,,
Aug 27, 2014 15:00 ,1286.41,1287.09,1284.53,1285.36,-10.5,-0.08%,0.68,1.88,-1.05,1.88,0.68,,
Aug 27, 2014 14:00 ,1285.13,1286.44,1284.23,1286.43,13,+0.10%,1.31,0.9,1.3,1.31,0.9,,
Aug 27, 2014 13:00 ,1286.59,1287.31,1284.83,1285.07,-15.2,-0.12%,0.72,1.76,-1.52,1.76,0.72,,
Aug 27, 2014 12:00 ,1285.19,1286.87,1284.55,1286.61,14.2,+0.11%,1.68,0.64,1.42,1.68,0.64,,
Aug 27, 2014 11:00 ,1285.49,1285.49,1284.83,1285.19,-3,-0.02%,0,0.66,-0.3,0.66,0,,
Aug 27, 2014 10:00 ,1285.14,1286.54,1285.04,1285.44,3,+0.02%,1.4,0.1,0.3,1.4,0.1,,
Aug 27, 2014 09:00 ,1283.86,1285.89,1283.15,1285.09,12.3,+0.10%,2.03,0.71,1.23,2.03,0.71,,
Aug 27, 2014 08:00 ,1283.06,1284.19,1282.85,1283.87,8.1,+0.06%,1.13,0.21,0.81,1.13,0.21,,
Aug 27, 2014 07:00 ,1283.73,1283.73,1282.98,1283.1,-6.3,-0.05%,0,0.75,-0.63,0.75,0,,
Aug 27, 2014 06:00 ,1284.19,1284.29,1283.5,1283.77,-4.2,-0.03%,0.1,0.69,-0.42,0.69,0.1,,
Aug 27, 2014 05:00 ,1283.29,1284.64,1283.19,1284.24,9.5,+0.07%,1.35,0.1,0.95,1.35,0.1,,
Aug 27, 2014 04:00 ,1282.79,1283.84,1282.4,1283.39,6,+0.05%,1.05,0.39,0.6,1.05,0.39,,
Aug 27, 2014 03:00 ,1281.01,1282.79,1280.64,1282.64,16.3,+0.13%,1.78,0.37,1.63,1.78,0.37,,
Aug 27, 2014 02:00 ,1280.25,1281.36,1280.05,1280.99,7.4,+0.06%,1.11,0.2,0.74,1.11,0.2,,
Aug 27, 2014 01:00 ,1280.2,1281.38,1280.2,1280.69,4.9,+0.04%,1.18,0,0.49,1.18,0,,
Aug 26, 2014 23:00 ,1282.41,1282.62,1280.3,1280.3,-21.1,-0.16%,0.21,2.11,-2.11,2.11,0.21,,
Aug 26, 2014 22:00 ,1284.04,1284.31,1281.61,1282.31,-17.3,-0.13%,0.27,2.43,-1.73,2.43,0.27,,
Aug 26, 2014 21:00 ,1284.38,1284.45,1283.36,1284.03,-3.5,-0.03%,0.07,1.02,-0.35,1.02,0.07,,
Aug 26, 2014 20:00 ,1283.92,1285,1283.43,1284.35,4.3,+0.03%,1.08,0.49,0.43,1.08,0.49,,
Aug 26, 2014 19:00 ,1283.95,1284.07,1282.56,1283.91,-0.4,+0.00%,0.12,1.39,-0.04,1.39,0.12,,
Aug 26, 2014 18:00 ,1283.77,1284.25,1282.26,1284,2.3,+0.02%,0.48,1.51,0.23,1.51,0.48,,
Aug 26, 2014 17:00 ,1286.74,1286.91,1282.72,1283.74,-30,-0.23%,0.17,4.02,-3,4.02,0.17,,
Aug 26, 2014 16:00 ,1288.52,1288.97,1286.75,1286.79,-17.3,-0.13%,0.45,1.77,-1.73,1.77,0.45,,
Aug 26, 2014 15:00 ,1287.69,1290.92,1286.99,1288.52,8.3,+0.06%,3.23,0.7,0.83,3.23,0.7,,
Aug 26, 2014 14:00 ,1287.79,1287.89,1286.19,1287.69,-1,-0.01%,0.1,1.6,-0.1,1.6,0.1,,
Aug 26, 2014 13:00 ,1286.95,1288.79,1286.58,1287.74,7.9,+0.06%,1.84,0.37,0.79,1.84,0.37,,
Aug 26, 2014 12:00 ,1287.51,1287.74,1286.04,1286.94,-5.7,-0.04%,0.23,1.47,-0.57,1.47,0.23,,
Aug 26, 2014 11:00 ,1289.12,1289.5,1287.26,1287.41,-17.1,-0.13%,0.38,1.86,-1.71,1.86,0.38,,
Aug 26, 2014 10:00 ,1289.82,1290.82,1288.68,1289.12,-7,-0.05%,1,1.14,-0.7,1.14,1,,
Aug 26, 2014 09:00 ,1282.64,1290.52,1282.14,1289.82,71.8,+0.56%,7.88,0.5,7.18,7.88,0.5,,
Aug 26, 2014 08:00 ,1282.35,1283.36,1281.93,1282.56,2.1,+0.02%,1.01,0.42,0.21,1.01,0.42,,
Aug 26, 2014 07:00 ,1279.25,1283.76,1279.22,1282.29,30.4,+0.24%,4.51,0.03,3.04,4.51,0.03,,
Aug 26, 2014 06:00 ,1279.79,1280.12,1279.02,1279.16,-6.3,-0.05%,0.33,0.77,-0.63,0.77,0.33,,
Aug 26, 2014 05:00 ,1278.51,1279.86,1277.81,1279.76,12.5,+0.10%,1.35,0.7,1.25,1.35,0.7,,
Aug 26, 2014 04:00 ,1277.84,1278.39,1276.89,1278.18,3.4,+0.03%,0.55,0.95,0.34,0.95,0.55,,
Aug 26, 2014 03:00 ,1276.11,1277.74,1275.79,1277.74,16.3,+0.13%,1.63,0.32,1.63,1.63,0.32,,
Aug 26, 2014 02:00 ,1275.84,1276.56,1275.36,1276.1,2.6,+0.02%,0.72,0.48,0.26,0.72,0.48,,
Aug 26, 2014 01:00 ,1276.21,1276.49,1275.08,1275.8,-4.1,-0.03%,0.28,1.13,-0.41,1.13,0.28,,
Aug 25, 2014 23:00 ,1276.14,1276.79,1274.49,1276.1,-0.4,+0.00%,0.65,1.65,-0.04,1.65,0.65,,
Aug 25, 2014 22:00 ,1277.41,1278.26,1275.99,1276.14,-12.7,-0.10%,0.85,1.42,-1.27,1.42,0.85,,
Aug 25, 2014 21:00 ,1277.14,1278.24,1277.04,1277.46,3.2,+0.03%,1.1,0.1,0.32,1.1,0.1,,
Aug 25, 2014 20:00 ,1277.96,1278.96,1276.91,1277.06,-9,-0.07%,1,1.05,-0.9,1.05,1,,
Aug 25, 2014 19:00 ,1276.39,1278.16,1276.07,1277.96,15.7,+0.12%,1.77,0.32,1.57,1.77,0.32,,
Aug 25, 2014 18:00 ,1276.01,1277.56,1275.78,1276.39,3.8,+0.03%,1.55,0.23,0.38,1.55,0.23,,
Aug 25, 2014 17:00 ,1276.39,1278.59,1275.96,1275.96,-4.3,-0.03%,2.2,0.43,-0.43,2.2,0.43,,
Aug 25, 2014 16:00 ,1277.89,1278.75,1276.23,1276.44,-14.5,-0.11%,0.86,1.66,-1.45,1.66,0.86,,
Aug 25, 2014 15:00 ,1278.42,1280.79,1277.28,1277.99,-4.3,-0.03%,2.37,1.14,-0.43,2.37,1.14,,
